areaname, bookid, 开发企业名称, 开发资质证书号, 备注, 项目名称, 项目坐落, 预售房屋建筑面积, 土地使用权证号及用途, 住宅, 预售房屋栋号及层数, 商业用房, 发证时各栋已建层数, 办公用房统计, 预售房屋占用土地是否抵押, 其它, 预售款专用账户, 发证机关查询、投诉电话, 发证机关（盖章）, 有效期, 发证日期
广东省江门市商品房预售许可证, 编号:江海预许字第2019034号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 5794.52平方米32套, 粤（2018）江门市不动产权第1024663号；其他商服用地；城镇住宅用地, 5794.52平方米32套, , 0平方米0套, 江海区外海临江路61号星悦湾领著花园18栋:5层，江海区外海临江路61号星悦湾领著花园19栋:5层，领著花园20栋:5层，领著花园21栋:5层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631428656), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月26日至2020年09月26日(过期无效), 2019年09月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019033号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 8683.20平方米48套, 粤（2018）江门市不动产权第1024663号；其他商服用地；城镇住宅用地, 8683.20平方米48套, , 0平方米0套, 领著花园10栋:5层，领著花园11栋:5层，领著花园6栋:5层，领著花园7栋:5层，领著花园8栋:5层，领著花园9栋:5层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631428371), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月26日至2020年09月26日(过期无效), 2019年09月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019032号, 江门市天璟置业发展有限公司, 粤（江）房开证字第1270014号, , 江门合景领峰花园, 江门市江海区五邑路北侧周屋围地段, 11237.02平方米124套, 粤（2018）江门市不动产权第1044625号；其他商服用地；城镇住宅用地, 11237.02平方米124套, , 0平方米0套, 江门合景领峰花园1栋:24层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门分行(673072188800), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月26日至2020年09月26日(过期无效), 2019年09月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019031号, 江门春燕投资发展有限公司, 粤（江）房开证字第1271002号, , 富港·天荟湾, 江海区江南新村55号（地块三A1、A2）, 3004.70平方米49套, 粤（2017）江门市不动产权第1002802号；城镇住宅用地、其他商服用地, 0平方米0套, , 3004.70平方米49套, 江门市江海区新中大道100号:2层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167010100001732), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月26日至2020年09月26日(过期无效), 2019年09月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019035号, 江门春燕投资发展有限公司, 粤（江）房开证字第1271002号, , 富港·天荟湾, 江海区江南新村55号（地块三A1、A2）, 1080.53平方米21套, 粤（2017）江门市不动产权第1002803号；城镇住宅用地、其他商服用地, 0平方米0套, , 1080.53平方米21套, 江门市江海区富港天荟湾11号:3层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167010100001733), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月26日至2020年09月26日(过期无效), 2019年09月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019030号, 江门华铭房地产开发有限公司, 粤（江）房开证字第1270015号, , 华发合隽四季花园, 江门市江海区明泰三路与永康路交界西南侧地块一, 12142.08平方米128套, 粤（2019）江门市不动产权第1003863号；城镇住宅用地；其他商服用地, 12142.08平方米128套, , 0平方米0套, 华发合隽四季花园8栋:22层, 0平方米0套, 否, 0平方米0套, 兴业银行股份有限公司江门北新区支行(398040100100025500), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月20日至2020年09月20日(过期无效), 2019年09月20日
广东省江门市商品房预售许可证, 编号:江海预许字第2019029号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 15773.42平方米155套, 粤（2018）江门市不动产权第1024663号；其他商服用地；城镇住宅用地, 15773.42平方米155套, , 0平方米0套, 领著花园5栋:22层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631329931), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月12日至2020年09月12日(过期无效), 2019年09月12日
广东省江门市商品房预售许可证, 编号:江海预许字第2019028号, 江门市又一居房地产开发有限公司, 粤（江）房开证字第1270002号, , 又一居.作品一号, 江门市江海区府西小区地段地块八, 2007.28平方米32套, 粤（2017）江门市不动产权第1003219号；其他商服用地城镇住宅用地, 0平方米0套, , 2007.28平方米32套, 江海区江南街道作品一号花苑5-12栋:2层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100008508), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月10日至2020年09月10日(过期无效), 2019年09月10日
广东省江门市商品房预售许可证, 编号:江海预许字第2019027号, 江门市展高置业有限公司, 粤（江）房开证字第1270009号, , 合景天峻华府, 江门市江海区滘头办事处沙洛围（江海区东海路与明泰二路交界西北侧）, 11121.87平方米124套, 粤（2018）江门市不动产权第1007204号；城镇住宅用地, 11121.87平方米124套, , 0平方米0套, 江门市江海区江南街道合景天峻华府2栋:26层, 0平方米0套, 否, 0平方米0套, 华夏银行股份有限公司江门分行(18550000000163218), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年09月09日至2020年09月09日(过期无效), 2019年09月09日
广东省江门市商品房预售许可证, 编号:江海预许字第2019026号, 江门市明泰投资发展有限公司, 粤（江）房开证字第1271003号, , 江门市明泰城, 江门市江海区滘头办事处沙洛围地段（A1地块）, 9717.36平方米72套, 粤（2018）江门市不动产权第1041028；城镇住宅用地;其它商服用地, 9717.36平方米72套, , 0平方米0套, 江海区明泰城天銮居1栋:25层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100008027), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月30日至2020年08月30日(过期无效), 2019年08月30日
广东省江门市商品房预售许可证, 编号:江海预许字第2019025号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 1540.22平方米4套, 粤（2018）江门市不动产权第1035337号；其他商服用地；城镇住宅用地, 1540.22平方米4套, , 0平方米0套, 领江花园1栋:3层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631329829), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月29日至2020年08月29日(过期无效), 2019年08月29日
广东省江门市商品房预售许可证, 编号:江海预许字第2019024号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 13619.06平方米130套, 粤（2018）江门市不动产权第1035337号；其他商服用地；城镇住宅用地, 13619.06平方米130套, , 0平方米0套, 领江花园13栋:0层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631329923), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月29日至2020年08月29日(过期无效), 2019年08月29日
广东省江门市商品房预售许可证, 编号:江海预许字第2019023号, 广东联合化纤染织有限公司, 粤（江）房开证字第1270005号, , 联合高峰汇花园, 江门市江海区礼乐二路39号, 9005.42平方米92套, 江国用（2014）第303686号；城镇住宅用地、其他商服用地（071、054）, 9005.42平方米92套, , 0平方米0套, 江门市江海区礼乐联合高峰汇花园4栋:24层, 0平方米0套, 否, 0平方米0套, 广州银行江门分行(817000628702881)华夏银行股份有限公司江门分行(18550000000221148), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月14日至2020年08月14日(过期无效), 2019年08月14日
广东省江门市商品房预售许可证, 编号:江海预许字第2019022号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 9235.46平方米24套, 粤（2018）江门市不动产权第1035337号；其他商服用地；城镇住宅用地, 9235.46平方米24套, , 0平方米0套, 领江花园2栋:3层，领江花园3栋:3层，领江花园6栋:3层，领江花园7栋:3层，领江花园8栋:3层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631278162), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月09日至2020年08月09日(过期无效), 2019年08月09日
广东省江门市商品房预售许可证, 编号:江海预许字第2019021号, 江门春燕投资发展有限公司, 粤（江）房开证字第1271002号, , 富港·天荟湾, 江海区江南新村55号（地块三A1、A2）, 11264.24平方米104套, 粤（2017）江门市不动产权第1002803号；城镇住宅用地、其他商服用地, 11264.24平方米104套, , 0平方米0套, 江门市江海区富港天荟湾9栋:18层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167010100001126), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年08月01日至2020年08月01日(过期无效), 2019年08月01日
广东省江门市商品房预售许可证, 编号:江海预许字第2019020号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 15774.97平方米155套, 粤（2018）江门市不动产权第1024663号；其他商服用地；城镇住宅用地, 15774.97平方米155套, , 0平方米0套, 星悦湾领著花园2栋:22层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631277965), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年07月30日至2020年07月30日(过期无效), 2019年07月30日
广东省江门市商品房预售许可证, 编号:江海预许字第2019019号, 江门市泰力房地产开发有限公司, 粤（江）房开证字第1271013号, , 朗晴新天地园, 江门市江海区文昌沙89号, 30270.89平方米254套, 粤（2017）江门市不动产权第1000597号；城镇住宅用地、其他商服用地（071、054）, 30270.89平方米254套, , 0平方米0套, 江门市江海区朗晴新天地园9、10栋:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门城区支行(2012002629084986254), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年07月26日至2020年07月26日(过期无效), 2019年07月26日
广东省江门市商品房预售许可证, 编号:江海预许字第2019018号, 江门市帕佳图房地产开发有限公司, 粤（江）房开证字第1201154号, , 帕佳图·双子星广场, 江门市江海区府西小区地段, 17281.16平方米172套, 粤（2017）江门市不动产权第1003254号；其他商服用地；城镇住宅用地, 15735.69平方米145套, , 1545.47平方米27套, 江门市江海区帕佳图双子星广场1栋、新源路49号:0层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司杜阮支行(80020000012639987), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年07月19日至2020年07月19日(过期无效), 2019年07月19日
广东省江门市商品房预售许可证, 编号:江海预许字第2019017号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 4420.68平方米11套, 粤（2018）江门市不动产权第1035337号；其他商服用地；城镇住宅用地, 4420.68平方米11套, , 0平方米0套, 星悦湾领江花园24栋:3层，星悦湾领江花园4栋:3层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(631200324), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年07月16日至2020年07月16日(过期无效), 2019年07月16日
广东省江门市商品房预售许可证, 编号:江海预许字第2019016号, 江门市达利华管理顾问有限公司, 粤（江）房开证字第1270010号, , 星悦湾, 江门市高新区2号地, 15776.21平方米155套, 粤（2018）江门市不动产权第1024663号；其他商服用地；城镇住宅用地, 15776.21平方米155套, 星悦湾领著花园1栋：32层, 0平方米0套, 星悦湾领著花园1栋:0层, 0平方米0套, 否, 0平方米0套, 中国民生银行股份有限公司江门支行(630606387), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年07月04日至2020年07月04日(过期无效), 2019年07月04日
广东省江门市商品房预售许可证, 编号:江海预许字第2019015号, 江门春燕投资发展有限公司, 粤（江）房开证字第1271002号, , 富港·天荟湾, 江海区江南新村55号（地块三A1、A2）, 12256.50平方米90套, 粤（2017）江门市不动产权第1002803号；城镇住宅用地、其他商服用地, 12256.50平方米90套, 江门市江海区江南街道富港天荟湾3栋：31层, 0平方米0套, 江门市江海区江南街道富港天荟湾3栋:21层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167010100001519), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年06月28日至2020年06月28日(过期无效), 2019年06月28日
广东省江门市商品房预售许可证, 编号:江海预许字第2019014号, 江门市合盈地产有限公司, 粤（江）房开证字第1201199号, , 江海区格林春天豪庭小区, 江门市江海区滘北塘坑虎坑地段, 20275.06平方米216套, 粤（2016）江门市不动产权第1004205号；城镇住宅用地、其他商服用地（071、054）, 20275.06平方米216套, 江海区江南街道格林春天豪庭10栋：17层，江海区江南街道格林春天豪庭8栋：17层，江海区江南街道格林春天豪庭9栋：17层, 0平方米0套, 江海区江南街道格林春天豪庭10栋:已封顶层，江海区江南街道格林春天豪庭8栋:已封顶层，江海区江南街道格林春天豪庭9栋:已封顶层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司江南支行(80020000013391524), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年06月28日至2020年06月28日(过期无效), 2019年06月28日
广东省江门市商品房预售许可证, 编号:江海预许字第2019013号, 江门春燕投资发展有限公司, 粤（江）房开证字第1271002号, , 富港·天荟湾, 江海区江南新村55号（地块三A1、A2）, 11051.82平方米104套, 粤（2017）江门市不动产权第1002802号；城镇混合住宅用地, 11051.82平方米104套, 江门市江海区江南街道富港天荟湾8栋：31层, 0平方米0套, 江门市江海区江南街道富港天荟湾8栋:18层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门分行(44370301040032454), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年05月17日至2020年05月17日(过期无效), 2019年05月17日
广东省江门市商品房预售许可证, 编号:江海预许字第2019012号, 江门市江海区城市建设开发有限公司, 粤（江）房开证字第1200188号, 为顺应房地产市场行情变化，满足不同购房人的需要，现向贵局申请将该栋住宅取消室内装修工程价格，实行毛坯销售，希给予协助办理！, 江海怡景湾君曜苑1-3栋, 江门市江海区府西小区地段地块三, 13865.44平方米126套, 粤（2017）江门市不动产权第1005044号；城镇住宅用地；其他商服用地, 12552.79平方米118套, , 1312.65平方米8套, 江门市江海区江南街道怡景湾君曜苑3栋、新源路51号:0层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司丰乐支行(80020000012921394), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月30日至2020年04月30日(过期无效), 2019年04月30日
广东省江门市商品房预售许可证, 编号:江海预许字第2019011号, 广东联合化纤染织有限公司, 粤（江）房开证字第1270005号, , 联合高峰汇花园, 江门市江海区礼乐二路39号, 9444.23平方米136套, 江国用（2014）第303686号；城镇住宅用地、其他商服用地（071、054）, 8865.60平方米120套, 江门市江海区礼乐街道联合高峰汇花园5栋、6栋：16层；14号：1层, 578.63平方米16套, 江门市江海区礼乐联合高峰汇花园5栋、6栋、14号:0层, 0平方米0套, 否, 0平方米0套, 广州银行股份有限公司江门分行(817000628702899), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月30日至2020年04月30日(过期无效), 2019年04月30日
广东省江门市商品房预售许可证, 编号:江海预许字第2019010号, 江门市明泰投资发展有限公司, 粤（江）房开证字第1271003号, , 江门市明泰城, 江门市江海区滘头办事处沙洛围地段(A1地块), 9717.12平方米72套, 粤（2018）江门市不动产权第1041028；城镇住宅用地;其它商服用地, 9717.12平方米72套, 天銮居4栋，25层, 0平方米0套, 江海区江南街道明泰城天銮居4栋:0层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100007136), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月30日至2020年04月30日(过期无效), 2019年04月30日
广东省江门市商品房预售许可证, 编号:江海预许字第2019009号, 江门市合盈地产有限公司, 粤（江）房开证字第1201199号, , 江海区格林春天豪庭16栋、17栋、18栋, 江门市江海区滘北虎坑（土名）地段, 20189.86平方米210套, 粤（2016）江门市不动产权第1004205号；城镇住宅用地、其他商服用地（071、054）, 20189.86平方米210套, 江海区格林春天豪庭18栋:16层,江海区格林春天豪庭17栋:17层,江海区格林春天豪庭16栋:16层, 0平方米0套, 江海区格林春天豪庭16栋:0层，江海区格林春天豪庭17栋:0层，江海区格林春天豪庭18栋:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门江海支行(2012003219200010439), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月23日至2020年04月23日(过期无效), 2019年04月23日
广东省江门市商品房预售许可证, 编号:江海预许字第2019008号, 江门市展高置业有限公司, 粤（江）房开证字第1270009号, , 合景天峻华府, 江门市江海区滘头办事处沙洛围（江海区东海路与明泰二路交界西北侧）, 11282.14平方米124套, 粤（2018）江门市不动产权第1007204号；城镇住宅用地, 11282.14平方米124套, 江门市江海区江南街道合景天峻华府1栋:33层, 0平方米0套, 江门市江海区江南街道合景天峻华府1栋:0层, 0平方米0套, 否, 0平方米0套, 华夏银行股份有限公司江门分行(18550000000163194), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月04日至2020年04月04日(过期无效), 2019年04月04日
广东省江门市商品房预售许可证, 编号:江海预许字第2019007号, 江门市又一居房地产开发有限公司, 粤（江）房开证字第1270002号, , 又一居.作品一号, 江门市江海区府西小区地段地块八, 19204.38平方米458套, 粤（2017）江门市不动产权第1003219号；其他商服用地城镇住宅用地, 0平方米0套, 江门市江海区东海路228号:15层, 19204.38平方米458套, 江门市江海区东海路228号:0层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100005889), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月01日至2020年04月01日(过期无效), 2019年04月01日
广东省江门市商品房预售许可证, 编号:江海预许字第2019006号, 广东联合化纤染织有限公司, 粤（江）房开证字第1270005号, , 联合高峰汇花园, 江门市江海区礼乐二路39号, 9116.97平方米92套, 江国用（2014）第303686号；城镇住宅用地、其他商服用地（071、054）, 9116.97平方米92套, 江门市江海区礼乐街道联合高峰汇花园2栋；24, 0平方米0套, 江门市江海区礼乐联合高峰汇花园2栋:0层, 0平方米0套, 否, 0平方米0套, 广州银行江门分行(817000628702998), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年04月01日至2020年04月01日(过期无效), 2019年04月01日
广东省江门市商品房预售许可证, 编号:江海预许字第2019005号, 江门市江海区城市建设开发有限公司, 粤（江）房开证字第1200188号, , 江海怡景湾君曜苑1-3栋, 江门市江海区府西小区地段地块三, 11056.44平方米104套, 粤（2017）江门市不动产权第1005044号；城镇混合住宅用地, 10577.50平方米100套, 江海区江南街道怡景湾君曜苑1栋、新源路53号，26层, 478.94平方米4套, 江海区江南街道怡景湾君曜苑1栋、新源路53号:0层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司丰乐支行(80020000012921327), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年03月28日至2020年03月28日(过期无效), 2019年03月28日
广东省江门市商品房预售许可证, 编号:江海预许字第2019004号, 江门市江海区城市建设开发有限公司, 粤（江）房开证字第1200188号, , 江海区怡景湾君铂花园1栋-8栋, 江门市江海区府西小区地段, 10986.47平方米104套, 粤（2017）江门市不动产权第1005045号；城镇混合住宅用地, 10538平方米100套, 江门市江海区江南街道怡景湾君铂花园7栋，站前一路4号:31层, 448.47平方米4套, 江门市江海区江南街道怡景湾君铂花园7栋，站前一路4号:0层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司丰乐支行(80020000012489373), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年03月28日至2020年03月28日(过期无效), 2019年03月28日
广东省江门市商品房预售许可证, 编号:江海预许字第2019003号, 江门市又一居房地产开发有限公司, 粤（江）房开证字第1270002号, , 又一居.作品一号, 江门市江海区府西小区地段地块八, 12785.34平方米124套, 粤（2017）江门市不动产权第1003219号；其他商服用地城镇住宅用地, 12577.80平方米120套, 江海区江南街道作品一号花苑1栋、新康路9号:33层, 207.54平方米4套, 江海区江南街道作品一号花苑1栋、新康路9号:0层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100007643), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年03月27日至2020年03月27日(过期无效), 2019年03月27日
广东省江门市商品房预售许可证, 编号:江海预许字第2019002号, 江门市江海区礼乐建委房地产实业公司, 粤（江）房开证字第1201015号, , 江海区礼乐新民海苟围商住小区, 江海区礼乐新民海苟围、深潭围地段, 12362平方米112套, 粤（2016）江门市不动产权第1006838号；城镇混合住宅用地, 12362平方米112套, 江门市江海区礼乐街道星湖湾2栋:30层, 0平方米0套, 江门市江海区礼乐街道星湖湾2栋:0层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司杜阮支行(80020000012953406), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年03月22日至2020年03月22日(过期无效), 2019年03月22日
广东省江门市商品房预售许可证, 编号:江海预许字第2019001号, 江门市又一居房地产开发有限公司, 粤（江）房开证字第1270002号, , 又一居.作品一号, 江门市江海区府西小区地段地块八, 12285.62平方米124套, 粤（2017）江门市不动产权第1003219号；其他商服用地城镇住宅用地, 12078平方米120套, 作品一号花苑2栋:33层, 207.62平方米4套, 江门市江海区江南街道作品一号花苑2栋、新康路7号:0层, 0平方米0套, 否, 0平方米0套, 广东华兴银行股份有限公司江门分行(808880100006921), 0750-3880723, 江门市江海区住房和城乡建设局, 自2019年03月14日至2020年03月14日(过期无效), 2019年03月14日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-3880723, , 自至(过期无效), 
