areaname, bookid, 开发企业名称, 开发资质证书号, 备注, 项目名称, 项目坐落, 预售房屋建筑面积, 土地使用权证号及用途, 住宅, 预售房屋栋号及层数, 商业用房, 发证时各栋已建层数, 办公用房统计, 预售房屋占用土地是否抵押, 其它, 预售款专用账户, 发证机关查询、投诉电话, 发证机关（盖章）, 有效期, 发证日期
广东省江门市商品房预售许可证, 编号:2019031, 开平中源纺织染整三厂有限公司, 粤（开）房开证字第1230073号, , 南环中路2号之4地块住宅小区, , 18783.99平方米177套, 粤(2018)开平市不动产权第0034933号；城镇住宅用地、商服用地, 18783.99平方米177套, , 0平方米0套, 21座:0层，开平市三埠街道南环中路2号壹号银海1幢:0层，开平市三埠街道南环中路2号壹号银海2幢:0层，台城桥湖路289号之五德富楼2号楼:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司开平支行(2012008419024200117), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019039, 开平市鸿景房地产开发有限公司, 粤（开）房开证字第1230069号, , 开平市鸿景·天悦住宅小区项目, , 8215.54平方米81套, 粤(2017)开平市不动产权第0007618号；城镇住宅用地, 7558.72平方米64套, , 656.82平方米17套, 开平市长沙街道办事处科技路8号鸿景天悦花园1幢:0层，开平市长沙街道办事处科技路8号鸿景天悦花园2幢:0层，台城陈宜禧路南265号保利公馆21号楼:0层, 0平方米0套, 否, 0平方米0套, 开平市农村信用合作联社(80020000013603563), 0750-3880723, 开平市住房和城乡建设局, 自2019年09月02日至2020年09月02日(过期无效), 2019年06月05日
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019056, 开平市曙东碧桂园房地产开发有限公司, 粤（开）房开证字第1230075号, , 开平市碧桂园城央首府, , 21731.62平方米186套, 粤(2017)开平市不动产权第0044955号；城镇住宅用地, 21731.62平方米186套, , 0平方米0套, 白沙镇三八滘堤洲1号恒大悦珑湾府11幢:22层，开平市三埠街道曙光东路138号城央首府10幢:0层，开平市三埠街道曙光东路138号城央首府9幢:0层, 0平方米0套, 否, 0平方米0套, 中国光大银行股份有限公司开平支行(55500188000000263), 0750-3880723, 开平市住房和城乡建设局, 自2019年10月15日至2020年10月15日(过期无效), 2019年08月22日
广东省江门市商品房预售许可证, 编号:2019027, 广东纳成广泰投资发展有限公司, 粤（开）房开证字第1230086号, , 纳成广泰工业城, , 22970.12平方米26套, 开府国用(2015)第06307号；工业用地, 0平方米0套, , 0平方米0套, 会城人民路20号御凯名都3座:0层，开平市水口镇金山东大道58号5座:0层，台城凤凰大道88号台山碧桂园盛世花园11号楼:0层, 0平方米0套, 否, 22970.12平方米26套, 开平市农村信用合作联社水口信用社(80020000012826332), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019055, 开平市庆狮汽车零配件有限公司, 粤（开）房开证字第1231071号, , 皇府山一号, , 2984.08平方米54套, 开府国用(2011)第03409号；城镇住宅用地, 2170.53平方米24套, , 813.55平方米30套, 开平市长沙街道八姓路1号11幢:0层，台城陈宜禧路南99号万达广场S3号楼:1层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平支行(44400001040031613), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019039, 开平市鸿景房地产开发有限公司, 粤（开）房开证字第1230069号, , 开平市鸿景·天悦住宅小区项目, , 8215.54平方米81套, 粤(2017)开平市不动产权第0007618号；城镇住宅用地, 7558.72平方米64套, , 656.82平方米17套, 开平市长沙街道办事处科技路8号鸿景天悦花园1幢:0层，开平市长沙街道办事处科技路8号鸿景天悦花园2幢:0层，台城陈宜禧路南265号保利公馆21号楼:0层, 0平方米0套, 否, 0平方米0套, 开平市农村信用合作联社(80020000013603563), 0750-3880723, 开平市住房和城乡建设局, 自2019年09月02日至2020年09月02日(过期无效), 2019年06月05日
广东省江门市商品房预售许可证, 编号:2019037, 开平市新佳业房地产发展有限公司, 粤（开）房开证字第1230087号, , 粤富商业广场, , 8870平方米75套, 粤(2018)开平市不动产权第0040319号；城镇住宅用地, 8870平方米75套, , 0平方米0套, 开平市水口镇民福路202号5幢:0层，台城陈宜禧路南东方名成A区13座3梯:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167090500000491), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019037, 开平市新佳业房地产发展有限公司, 粤（开）房开证字第1230087号, , 粤富商业广场, , 8870平方米75套, 粤(2018)开平市不动产权第0040319号；城镇住宅用地, 8870平方米75套, , 0平方米0套, 开平市水口镇民福路202号5幢:0层，台城陈宜禧路南东方名成A区13座3梯:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167090500000491), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019016, 开平市工业实业开发公司, 粤（开）房开证字第1231043号, , 开平市三埠区凤阳路16号三旧改造建设项目, , 13823.18平方米125套, 粤(2017)开平市不动产权第0002447号；城镇住宅用地, 13385.71平方米117套, , 437.47平方米8套, 恩平市东成镇如意街1号东城家园C、D栋:0层，和景园4座:0层，开平市三埠街道凤阳路16号国汇豪庭1幢:0层，台城陈宜禧路南251号敏捷悦府1号商业:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031415), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019016, 开平市工业实业开发公司, 粤（开）房开证字第1231043号, , 开平市三埠区凤阳路16号三旧改造建设项目, , 13823.18平方米125套, 粤(2017)开平市不动产权第0002447号；城镇住宅用地, 13385.71平方米117套, , 437.47平方米8套, 恩平市东成镇如意街1号东城家园C、D栋:0层，和景园4座:0层，开平市三埠街道凤阳路16号国汇豪庭1幢:0层，台城陈宜禧路南251号敏捷悦府1号商业:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031415), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019016, 开平市工业实业开发公司, 粤（开）房开证字第1231043号, , 开平市三埠区凤阳路16号三旧改造建设项目, , 13823.18平方米125套, 粤(2017)开平市不动产权第0002447号；城镇住宅用地, 13385.71平方米117套, , 437.47平方米8套, 恩平市东成镇如意街1号东城家园C、D栋:0层，和景园4座:0层，开平市三埠街道凤阳路16号国汇豪庭1幢:0层，台城陈宜禧路南251号敏捷悦府1号商业:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031415), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019016, 开平市工业实业开发公司, 粤（开）房开证字第1231043号, , 开平市三埠区凤阳路16号三旧改造建设项目, , 13823.18平方米125套, 粤(2017)开平市不动产权第0002447号；城镇住宅用地, 13385.71平方米117套, , 437.47平方米8套, 恩平市东成镇如意街1号东城家园C、D栋:0层，和景园4座:0层，开平市三埠街道凤阳路16号国汇豪庭1幢:0层，台城陈宜禧路南251号敏捷悦府1号商业:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031415), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019011, 开平市长沙开发贸易公司, 粤（开）房开证字第1231014号, , 轩汇豪庭住宅小区3.2期, , 36738.18平方米334套, 开府国用(2009)第05460号；城镇混合住宅用地, 34798.66平方米312套, , 1939.52平方米22套, 恩平市恩城街道锦茂路39号峰景轩1栋:0层，恩平市恩城街道锦茂路39号峰景轩2栋:0层，开平市长沙街道科展路8号轩汇豪庭36幢:0层，开平市长沙街道科展路8号轩汇豪庭37幢:0层，开平市长沙街道科展路8号轩汇豪庭38幢:0层，南湖壹品花园9座:0层，台城凤凰大道龙翔花园4号:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031340), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019002, 香港宏谊（开平）制衣有限公司, 粤（开）房开证字第1230074号, , 南环中路2号之1、之3住宅小区, , 18353.59平方米172套, 粤(2017)开平市不动产权第0032358号；城镇住宅用地、商服用地, 0平方米0套, , 0平方米0套, 恩平市东成镇锦江大道东10号香悦公馆3栋:17层，会城惠康路9号贝沙湾5座:0层，开平市三埠街道南环中路2号壹号银海17幢:0层，开平市三埠街道南环中路2号壹号银海18幢:0层，台城龙翔路1号骏景湾悦峰花园8幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167091900000177), 0750-3880723, 开平市住房和城乡建设局, 自2019年09月17日至2020年09月17日(过期无效), 2019年01月24日
广东省江门市商品房预售许可证, 编号:2019056, 开平市曙东碧桂园房地产开发有限公司, 粤（开）房开证字第1230075号, , 开平市碧桂园城央首府, , 21731.62平方米186套, 粤(2017)开平市不动产权第0044955号；城镇住宅用地, 21731.62平方米186套, , 0平方米0套, 白沙镇三八滘堤洲1号恒大悦珑湾府11幢:22层，开平市三埠街道曙光东路138号城央首府10幢:0层，开平市三埠街道曙光东路138号城央首府9幢:0层, 0平方米0套, 否, 0平方米0套, 中国光大银行股份有限公司开平支行(55500188000000263), 0750-3880723, 开平市住房和城乡建设局, 自2019年10月15日至2020年10月15日(过期无效), 2019年08月22日
广东省江门市商品房预售许可证, 编号:2019009, 开平良鸿房地产有限公司, 粤（开）房开证字第1231022号, , 中富花园四期（第七幢、第八幢、地下室）项目, , 17982.05平方米150套, 粤(2016)开平市不动产权第0018492号；城镇住宅用地, 17908.55平方米148套, , 0平方米0套, 恩平市恩城街道锦江大道中75号幸福御城5栋:0层，开平市长沙街道幕桥西路15号7幢:0层，开平市长沙街道幕桥西路15号8幢:0层，盛河名轩10座:0层，台城凤凰大道龙翔花园1号:0层，台城凤凰大道龙翔花园2号:0层, 0平方米0套, 否, 73.50平方米2套, 中国建设银行股份有限公司开平支行(44050167090100000995), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018034, 开平市全盛房地产发展有限公司, 粤（开）房开证字第1230077号, , 汇峰名庭住宅小区, , 12740.10平方米120套, 粤(2018)开平市不动产权第0022008号；城镇住宅用地、商服用地, 12740.10平方米120套, , 0平方米0套, 恩平市良西镇良西圩泉都大道东1号恒大泉都月泉街23栋:0层，恩平市良西镇良西圩泉都大道东1号恒大泉都月泉街24栋:31层，开平市水口镇寺前西路168号汇峰名庭1幢:0层，台城鹏权路2号名门誉景花苑3幢:23层，玉圭园65座:8层层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44402301040004232), 0750-3880723, 开平市住房和城乡建设局, 自2018年09月21日至2020年10月21日(过期无效), 2018年09月21日
广东省江门市商品房预售许可证, 编号:2019011, 开平市长沙开发贸易公司, 粤（开）房开证字第1231014号, , 轩汇豪庭住宅小区3.2期, , 36738.18平方米334套, 开府国用(2009)第05460号；城镇混合住宅用地, 34798.66平方米312套, , 1939.52平方米22套, 恩平市恩城街道锦茂路39号峰景轩1栋:0层，恩平市恩城街道锦茂路39号峰景轩2栋:0层，开平市长沙街道科展路8号轩汇豪庭36幢:0层，开平市长沙街道科展路8号轩汇豪庭37幢:0层，开平市长沙街道科展路8号轩汇豪庭38幢:0层，南湖壹品花园9座:0层，台城凤凰大道龙翔花园4号:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031340), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018065, 开平富琳第二纺织制衣有限公司, 粤（开）房开证字第1230078号, , 开平潭江首府一期, , 531.36平方米2套, 粤(2018)开平市不动产权第0035089号；城镇住宅用地（兼容商服用地）, 531.36平方米2套, , 0平方米0套, 恩平市恩城街道和谐街四巷1号半岛雅居:0层，骏凯豪庭御海11座:0层，开平市水口镇潭江大道18号潭江首府1区20幢:0层，台城沙岗湖路东方华成苑8座1梯:20层，台城沙岗湖路东方华成苑8座2梯:20层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门开平支行(700370765351), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019011, 开平市长沙开发贸易公司, 粤（开）房开证字第1231014号, , 轩汇豪庭住宅小区3.2期, , 36738.18平方米334套, 开府国用(2009)第05460号；城镇混合住宅用地, 34798.66平方米312套, , 1939.52平方米22套, 恩平市恩城街道锦茂路39号峰景轩1栋:0层，恩平市恩城街道锦茂路39号峰景轩2栋:0层，开平市长沙街道科展路8号轩汇豪庭36幢:0层，开平市长沙街道科展路8号轩汇豪庭37幢:0层，开平市长沙街道科展路8号轩汇豪庭38幢:0层，南湖壹品花园9座:0层，台城凤凰大道龙翔花园4号:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司开平市支行(44400001040031340), 0750-3880723, 开平市住房和城乡建设局, 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2019002, 香港宏谊（开平）制衣有限公司, 粤（开）房开证字第1230074号, , 南环中路2号之1、之3住宅小区, , 18353.59平方米172套, 粤(2017)开平市不动产权第0032358号；城镇住宅用地、商服用地, 0平方米0套, , 0平方米0套, 恩平市东成镇锦江大道东10号香悦公馆3栋:17层，会城惠康路9号贝沙湾5座:0层，开平市三埠街道南环中路2号壹号银海17幢:0层，开平市三埠街道南环中路2号壹号银海18幢:0层，台城龙翔路1号骏景湾悦峰花园8幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167091900000177), 0750-3880723, 开平市住房和城乡建设局, 自2019年09月17日至2020年09月17日(过期无效), 2019年01月24日
广东省江门市商品房预售许可证, 编号:2019002, 香港宏谊（开平）制衣有限公司, 粤（开）房开证字第1230074号, , 南环中路2号之1、之3住宅小区, , 18353.59平方米172套, 粤(2017)开平市不动产权第0032358号；城镇住宅用地、商服用地, 0平方米0套, , 0平方米0套, 恩平市东成镇锦江大道东10号香悦公馆3栋:17层，会城惠康路9号贝沙湾5座:0层，开平市三埠街道南环中路2号壹号银海17幢:0层，开平市三埠街道南环中路2号壹号银海18幢:0层，台城龙翔路1号骏景湾悦峰花园8幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167091900000177), 0750-3880723, 开平市住房和城乡建设局, 自2019年09月17日至2020年09月17日(过期无效), 2019年01月24日
广东省江门市商品房预售许可证, 编号:2017116, 开平市富邦房地产开发有限公司, 粤（开）房开证字第1231094号, , 翠山湖广场北路1号项目（翠湖春天）, , 17124.16平方米193套, 开府国用（2016）第01014号；城镇住宅用地, 0平方米0套, , 0平方米0套, 开平市翠山湖新区西湖一路2号7幢:0层，开平市翠山湖新区西湖一路2号8幢:0层，台城凤凰大道63号骏景湾豪庭17幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167090100000535), 0750-3880723, 开平市住房和城乡建设局, 自2018年09月10日至2020年09月10日(过期无效), 2017年12月05日
广东省江门市商品房预售许可证, 编号:2017116, 开平市富邦房地产开发有限公司, 粤（开）房开证字第1231094号, , 翠山湖广场北路1号项目（翠湖春天）, , 17124.16平方米193套, 开府国用（2016）第01014号；城镇住宅用地, 0平方米0套, , 0平方米0套, 开平市翠山湖新区西湖一路2号7幢:0层，开平市翠山湖新区西湖一路2号8幢:0层，台城凤凰大道63号骏景湾豪庭17幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司开平支行(44050167090100000535), 0750-3880723, 开平市住房和城乡建设局, 自2018年09月10日至2020年09月10日(过期无效), 2017年12月05日
